編號,場所名稱,投(開)票所地址,所屬里別,所屬鄰別
1299,福安堂(右室),關廟區田中里８鄰南雄南路６５１巷５號,龜洞里,全里
1300,埤頭里關帝廟,關廟區埤頭里５鄰關新路２段２號,埤頭里,1-6
1301,埤頭里關帝廟關懷據點,關廟區埤頭里５鄰關新路２段２號,埤頭里,7-14
1302,下湖里長壽俱樂部,關廟區下湖里５鄰下湖二街５５號,下湖里,全里
1303,龍崎區民活動中心,龍崎區崎頂里２鄰新巿子３８號,崎頂里,全里
1304,原土崎分校,龍崎區土崎里４鄰礁坑子１７號之１,土崎里,全里
1305,大溪清水宮,龍崎區中坑里７鄰大溪１１號,中坑里,全里
1306,原楠坑分校,龍崎區楠坑里４鄰樹子林２０號之１,楠坑里,全里
1307,牛埔里民活動中心,龍崎區牛埔里２鄰牛埔２１號,牛埔里,全里
1308,大坪里民活動中心,龍崎區大坪里９鄰大坪３７號之２,大坪里,全里
1309,龍船活動中心(１樓),龍崎區龍船里２鄰苦苓湖１０號,龍船里,全里
1310,石𥕢里民活動中心,龍崎區石𥕢里４鄰刺子崙１３號之３,石𥕢里,全里
